V1_pos,V1_para,V1_sec,V2_pos,V2_para,V2_sec,align_status,similarity,block_type_v1,block_type_v2,text_V1,text_V2,notes
Sec6,6.1(c),65,Sec6,6.1(c),75,exact,1,list,list,(c) Funding award letter;,(c) Funding award letter;,
Sec6,6.1(d),66,Sec6,6.1(d),76,exact,1,list,list,(d) Ethical approval letter;,(d) Ethical approval letter;,
Sec6,6.1(e),67,,,,v1_only,,list,,(e) Formal letter signed by Research Organisation stating that the researcher is affiliated with the organisation;,,
Sec6,6.1(f),68,Sec6,6.1(e),77,exact,0.994,list,list,(f) Confirmation researcher may rely on Research Organisation's technical and organisational information security measures to address conditions set out in Article 40(8)(d).,(e) Confirmation researcher may rely on Research Organisation's technical and organisational information security measures to address conditions set out in Article 40(8)(d).,
Sec6,6.1_u2,69,Sec6,6.1_u2,78,exact,1,underline_heading,underline_heading,<u>Research Organisation</u>,<u>Research Organisation</u>,
Sec6,6.1(a),70,Sec6,6.1(a),79,exact,1,list,list,"(a) Annual Reports, Financial Statements, Returns etc from the legal entity showing that a significant portion of funding is allocated to research activities and the organisation operates on a not-for-profit basis;","(a) Annual Reports, Financial Statements, Returns etc. from the legal entity showing that a significant portion of funding is allocated to research activities and the organisation operates on a not-for-profit basis;",
Sec6,6.1(b),71,Sec6,6.1(b),80,exact,1,list,list,"(b) For public institutions, links to the legal text creating the institution;","(b) For public institutions, links to the legal text creating the institution;",
Sec6,6.1(c),72,Sec6,6.1(c),81,exact,0.941,list,list,(c) Links to relevant sections of the of the Research Organisation;,(c) Links to relevant sections of the website of the Research Organisation;,
Sec6,6.1(d),73,Sec6,6.1(d),82,exact,1,list,list,"(d) Relevant, Articles of Association, or Constitution, a public interest mission recognised by an EU Member State;","(d) Relevant, Articles of Association, or Constitution, a public interest mission recognised by an EU Member State;",
Sec6,6.1(e),74,Sec6,6.1(e),83,exact,1,list,list,(e) Governance relating to the board of the Research Organisation;,(e) Governance relating to the board of the Research Organisation;,
Sec6,6.1(f),75,Sec6,6.1(f),84,exact,1,list,list,"(f) If on a not-for-profit basis, documentation evidencing the not-for-profit or charity status of the Research Organisation;","(f) If on a not-for-profit basis, documentation evidencing the not-for-profit or charity status of the Research Organisation;",
Sec6,6.1(g),76,Sec6,6.1(g),85,exact,1,list,list,"(g) If on a 'for profit' basis, evidence that shows that all profits are reinvested in scientific research such as annual reports or financial statements; and/or","(g) If on a 'for profit' basis, evidence that shows that all profits are reinvested in scientific research such as annual reports or financial statements; and/or",
Sec6,6.1(h),77,Sec6,6.1(h),86,exact,1,list,list,"(h) Confirmation that the results generated by the organisation's research are not used on a preferential basis by any party that exercises decisive influence on the organisation, including special or exclusive access, early access to findings etc.","(h) Confirmation that the results generated by the organisation's research are not used on a preferential basis by any party that exercises decisive influence on the organisation, including special or exclusive access, early access to findings etc.",
Sec6,6.2_h,78,Sec6,6.2_h,87,exact,1,italic_heading,italic_heading,*Article 40(8)(b) - Demonstrating Independence from Commercial Interests*,*Article 40(8)(b) - Demonstrating Independence from Commercial Interests*,
Sec6,6.2_p1,79,Sec6,6.2_p1,88,exact,1,paragraph,paragraph,"For each applicant researcher, the application must demonstrate independence from commercial interests. A completed declaration of independence from commercial interests must be provided by each applicant researcher.","For each applicant researcher, the application must demonstrate independence from commercial interests. A completed declaration of independence from commercial interests must be provided by each applicant researcher.",
Sec6,6.2_p2,80,Sec6,6.2_p2,89,exact,1,paragraph,paragraph,Other documentation which may be demonstrative of independence from commercial interests includes but is not limited to documents relating to:,Other documentation which may be demonstrative of independence from commercial interests includes but is not limited to documents relating to:,
Sec6,6.2_p3,81,Sec6,6.2(a),90,exact,0.988,paragraph,list,The Research Organisation's ownership structure and who makes strategic decisions;,(a) The Research Organisation's ownership structure and who makes strategic decisions;,
Sec6,6.2(a),82,Sec6,6.2(b),91,exact,0.991,list,list,"(a) The Research Organisation's financing model (and if the model includes multiple sources of financing, specifying same);","(b) The Research Organisation's financing model (and if the model includes multiple sources of financing, specifying same);",
Sec6,6.2(b),83,Sec6,6.2(c),92,exact,0.961,list,list,(b) The existence of financing agreements;,(c) Th existence of financing agreements;,
Sec6,6.2(c),84,Sec6,6.2(d),93,exact,0.978,list,list,(c) The existence of any partnership agreements;,(d) The existence of any partnership agreements;,
Sec6,6.2(d),85,Sec6,6.2(e),94,exact,0.989,list,list,(d) Any codes of conduct and ethics of the researchers as well as the conflict of interest policy,(e) Any codes of conduct and ethics of the researchers as well as the conflict-of-interest policy;,
Sec6,6.2(e),86,Sec6,6.2(f),95,exact,0.986,list,list,"(e) Confirmation of the absence of, or if applicable an explanation of any:","(f) Confirmation of the absence of, or if applicable an explanation of any:",
Sec6,6.2(e)(i),87,Sec6,6.2(f)(i),96,exact,1,sublist,sublist,(i) Conflict of interest that would result in the applicant researcher not being independent from commercial interests;,(i) Conflict of interest that would result in the applicant researcher not being independent from commercial interests;,
Sec6,6.2(e)(ii),88,Sec6,6.2(f)(ii),97,exact,1,sublist,sublist,(ii) Funding from commercial / private / semi-private entities;,(ii) Funding from commercial / private / semi-private entities;,
Sec6,6.2(e)(iii),89,Sec6,6.2(f)(iii),98,exact,1,sublist,sublist,(iii) Financial interest in any VLOP/VLOSE or competitor of any VLOP/VLOSE;,(iii) Financial interest in any VLOP/VLOSE or competitor of any VLOP/VLOSE;,
Sec6,6.2(e)(iv),90,Sec6,6.2(f)(iv),99,exact,1,sublist,sublist,(iv) Previous employment with any VLOP/VLOSE or competitor of any VLOP/VLOSE within the last three years;,(iv) Previous employment with any VLOP/VLOSE or competitor of any VLOP/VLOSE within the last three years;,
Sec6,6.2(e)(v),91,Sec6,6.2(f)(v),100,exact,1,sublist,sublist,"(v) A material business relationship with a VLOP/VLOSE or competitor of any VLOP/VLOSE, either directly or through any other organisation in which the applicant researcher is a partner, shareholder, director, senior employee, etc.;","(v) A material business relationship with a VLOP/VLOSE or competitor of any VLOP/VLOSE, either directly or through any other organisation in which the applicant researcher is a partner, shareholder, director, senior employee, etc.;",
Sec6,6.2(e)(vi),92,Sec6,6.2(f)(vi),101,exact,1,sublist,sublist,"(vi) Close familial ties with any shareholder, director or senior employee of a VLOP/VLOSE.","(vi) Close familial ties with any shareholder, director, or senior employee of a VLOP/VLOSE.",
Sec6,6.3_h,93,Sec6,6.3_h,102,exact,1,italic_heading,italic_heading,*Article 40(8)(c) - Information Required in Relation to the Funding of the Research*,*Article 40(8) (c) - Information Required in Relation to the Funding of the Research*,
Sec6,6.3_p1,94,Sec6,6.3_p1,103,exact,1,paragraph,paragraph,"The application must disclose the funding of the research the subject of the application. To comply with this condition, information and/or documentation must be provided which discloses the funding of the research, to include details on financial and non-financial contributions supporting the research the subject of the application.","The application must disclose the funding of the research the subject of the application. To comply with this condition, information and/or documentation must be provided which discloses the funding of the research, to include details on financial and non-financial contributions supporting the research the subject of the application.",
Sec6,6.3_p2,95,Sec6,6.3_p2,104,exact,0.961,paragraph,paragraph,"This may include, but is not limited to, the documents and information listed below. Applicants should consider their particular circumstances, and determine what information and documentation should be provided in order to demonstrate that their application discloses the funding of the research:","This may include, but is not limited to, the documents and information listed below. The Applicant(s) should consider their particular circumstances, and determine what information and documentation should be provided in order to demonstrate that their application discloses the funding of the research:",
Sec6,6.3(a),96,Sec6,6.3(a),105,exact,1,list,list,"(a) Details of financial contributions, both public or private, supporting the research project for which the data are requested and the dates of any relevant funding. This should include financial contributions already obtained at the time of the submission of the application or possible financial contributions which have been applied for but in respect of which decisions are pending;","(a) Details of financial contributions, both public or private, supporting the research project for which the data are requested and the dates of any relevant funding. This should include financial contributions already obtained at the time of the submission of the application or possible financial contributions which have been applied for but in respect of which decisions are pending;",
Sec6,6.3(b),97,Sec6,6.3(b),106,exact,1,list,list,"(b) Details of non-financial contributions the research project would benefit from, such as contributions in-kind, the use of facilities, or structural reliance on expertise;","(b) Details of non-financial contributions the research project would benefit from, such as contributions in-kind, the use of facilities, or structural reliance on expertise;",
Sec6,6.3(c),98,Sec6,6.3(c),107,exact,1,list,list,"(c) Details of any indirect funding, such as sources of salaries or other payments of researcher;","(c) Details of any indirect funding, such as sources of salaries or other payments of researcher;",
Sec6,6.3(d),99,Sec6,6.3(d),108,exact,1,list,list,(d) Copy of any funding award letter;,(d) Copy of any funding award letter;,
Sec6,6.3(e),100,Sec6,6.3(e),109,exact,1,list,list,(e) Copy of any grant agreement;,(e) Copy of any grant agreement;,
Sec6,6.3(f),101,Sec6,6.3(f),110,exact,1,list,list,"(f) A declaration signed by each applicant researcher, declaring that except for the third- party funding disclosed by the applicant researcher, the applicant researcher does not intend to rely on any funding to perform the research other than indirect funding or non- financial support provided by the applicant researcher's Research Organisation of affiliation;","(f) A declaration signed by each applicant researcher, declaring that except for the third- party funding disclosed by the applicant researcher, the applicant researcher does not intend to rely on any funding to perform the research other than indirect funding or non- financial support provided by the applicant researcher's Research Organisation of affiliation;",
Sec6,6.3(g),102,Sec6,6.3(g),111,exact,0.927,list,list,(g) Copy of any grant agreement;Information on funding as to any arrangements in place to bridge funding or otherwise support the work should the current funding award end before the data access duration date.,(g) Information on funding as to any arrangements in place to bridge funding or otherwise support the work should the current funding award end before the data access duration date.,
Sec6,6.3_p3,103,Sec6,6.3_p3,112,v1_only,0.246,paragraph,,"The information provided by you should include details of any contributions, such as the funding entity, the amount, the nature and duration of the contribution, including whether the funding has already been awarded or is still under evaluation, as well as, where applicable, relevant references to EU funded projects.","The information provided by the Applicant(s) should include details of any contributions, such as the funding entity, the amount, the nature and duration of the contribution, including whether the funding has already been awarded or is still under evaluation, as well as, where applicable, relevant references to EU funded projects.",
Sec6,6.3_p4,104,Sec6,6.3_p4,113,exact,1,paragraph,paragraph,"Where available, the VR status application should also include the outcomes of evaluations conducted by the entity providing the funding.","Where available, the VR status application should also include the outcomes of evaluations conducted by the entity providing the funding.",
Sec6,6.4_h,105,Sec6,6.4_h,114,exact,1,italic_heading,italic_heading,"*Article 40(8)(d) - Demonstrating capability to fulfil specific data security, confidentiality and personal data protection requirements*","*Article 40(8)(d) - Demonstrating capability to fulfil specific data security, confidentiality, and personal data protection requirements*",
Sec6,6.4_p1,106,Sec6,6.4_p1,115,exact,0.954,paragraph,paragraph,The application must demonstrate that the researchers are capable of fulfilling the specific data security and confidentiality requirements corresponding to the requested data and to protect personal data (where relevant).,The application must demonstrate that the Applicant(s) are capable of fulfilling the specific data security and confidentiality requirements corresponding to the requested data and to protect personal data (where relevant).,
Sec6,6.4_p2,107,Sec6,6.4_p2,116,exact,1,paragraph,paragraph,"The application must include information on the identified risks in terms of confidentiality, data security and personal data protection related to the data that would be accessed, a description of the technical, legal and organisational measures that will be put in place, including, where possible, suggested access modalities, to mitigate such risks when processing the requested data.","The application must include information on the identified risks in terms of confidentiality, data security and personal data protection related to the data that would be accessed, a description of the technical, legal and organisational measures that will be put in place, including, where possible, suggested access modalities, to mitigate such risks when processing the requested data.",
Sec6,6.4_p3,108,Sec6,6.4_p3,117,exact,1,paragraph,paragraph,This must include:,This must include:,
Sec6,6.4(a),109,Sec6,6.4(a),118,exact,1,list,list,"(a) Description of technical, legal and organisational measures to mitigate the above risks","(a) Description of technical, legal, and organisational measures to mitigate the above risks;",
Sec6,6.4(b),110,Sec6,6.4(b),119,exact,1,list,list,(b) Identification of data security and confidentiality risks associated with the request,(b) Identification of data security and confidentiality risks associated with the request;,
Sec6,6.4(c),111,Sec6,6.4(c),120,exact,1,list,list,(c) Details on proposed access modality and its associated technical security measures.,(c) Details on proposed access modality and its associated technical security measures;,
Sec6,6.4(d),112,Sec6,6.4(d),121,exact,1,list,list,(d) Description of whether the data is pseudonymised or relates to an individual who is identified or identifiable without the need for any additional information,(d) Description of whether the data is pseudonymised or relates to an individual who is identified or identifiable without the need for any additional information;,
Sec6,6.4(e),113,Sec6,6.4(a),122,exact,0.994,list,list,"(e) Information demonstrating compliance with data protection legislation, including an assessment of the risks that the processing of personal data would entail for data subjects;","(a) Information demonstrating compliance with data protection legislation, including an assessment of the risks that the processing of personal data would entail for data subjects",
Sec6,6.4(f),114,Sec6,6.4(b),123,fuzzy,0.817,list,list,(f) Relevant data protection documentation identifying the roles and responsibilities within the meaning of data protection legislation; Description of the legal basis to be used under GDPR; and,(b) Relevant data protection documentation identifying the roles and responsibilities within the meaning of data protection legislation;,
Sec6,6.4(g),115,Sec6,6.4(d),124,fuzzy,0.898,list,list,"(g) Description of technical, legal and organisational measures to mitigate the risks relating to personal data.","(d) Description of technical, organisational and legal measures to mitigate the risks relating to personal data.",
Sec6,6.4_p4,116,Sec6,6.4_p4,125,exact,1,paragraph,paragraph,Further guidance in respect of compliance with Article 40(8)(d) is set out below under different headings.,Further guidance in respect of compliance with Article 40(8)(d) is set out below under different headings.,
Sec6,6.4_u1,117,Sec6,6.4_u1,126,exact,1,underline_heading,underline_heading,<u>Data Security</u>,<u>Data Security</u>,
Sec6,6.4_p5,118,Sec6,6.4_p6,127,fuzzy,0.178,paragraph,paragraph,"Documents which may be provided in order to demonstrate that you can fulfil the specific data security requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:","Documents which may be provided in order to demonstrate that the Applicant(s) can fulfil the specific data security requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. The Applicant(s) should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:",
Sec6,6.4(a),119,Sec6,6.4(a),128,exact,1,list,list,(a) ICT Security assessment;,(a) ICT Security assessment;,
Sec6,6.4(b),120,Sec6,6.4(b),129,exact,1,list,list,(b) Security accreditation of investigators or entities;,(b) Security accreditation of investigators or entities;,
Sec6,6.4(c),121,Sec6,6.4(c),130,exact,1,list,list,(c) Software security assessments or technical assessments;,(c) Software security assessments or technical assessments;,
Sec6,6.4(d),122,Sec6,6.4(d),131,exact,1,list,list,(d) Detailed description of technical security measures of proposed access modality;,(d) Detailed description of technical security measures of proposed access modality;,
Sec6,6.4(e),123,Sec6,6.4(e),132,exact,1,list,list,(e) Privacy policies of Secure Processing Environment (SPE);,(e) Privacy policies of Secure Processing Environment (SPE);,
Sec6,6.4(f),124,Sec6,6.4(f),133,exact,1,list,list,(f) Contract and T&Cs of SPE;,(f) Contract and T&Cs of SPE;,
Sec6,6.4(g),125,Sec6,6.4(g),134,exact,1,list,list,(g) ISO Standards certification;,(g) ISO Standards certification;,
Sec6,6.4(h),126,Sec6,6.4(h),135,exact,1,list,list,(h) IT security documentation related to Research Organisation IT (if relevant);,(h) IT security documentation related to Research Organisation IT (if relevant);,
Sec6,6.4(i),127,Sec6,6.4(i),136,exact,1,list,list,(i) Data Management Plan (DMP) with Research Organisation review/ recommendations;,(i) Data Management Plan (DMP) with Research Organisation review/ recommendations;,
Sec6,6.4(j),128,Sec6,6.4(j),137,exact,1,list,list,(j) Data Protection Impact Assessment (DPIA) with Data Protection Officer (DPO) review/ recommendations;,(j) Data Protection Impact Assessment (DPIA) with Data Protection Officer (DPO) review/ recommendations;,
Sec6,6.4(k),129,Sec6,6.4(k),138,exact,1,list,list,(k) Record of Processing Activities (ROPA);,(k) Record of Processing Activities (ROPA);,
Sec6,6.4(l),130,Sec6,6.4(l),139,exact,0.995,list,list,(l) Any other documentation which demonstrate the implementation of data security best practices; and,(l) Any other documentation which demonstrates the implementation of data security best practices; and,
Sec6,6.4(m),131,Sec6,6.4(m),140,exact,1,list,list,(m) Declaration signed by Research Organisation that the researcher may use the research organisation's technical and organisational measures to fulfil the data security requirements that correspond to the requested data.,(m) Declaration signed by Research Organisation that the researcher may use the research organisation's technical and organisational measures to fulfil the data security requirements that correspond to the requested data.,
Sec6,6.4_u2,132,Sec6,6.4_u2,141,exact,1,underline_heading,underline_heading,<u>Data Confidentiality</u>,<u>Data Confidentiality</u>,
Sec6,6.4_p6,133,Sec6,6.4_p5,142,v2_only,0.203,paragraph,paragraph,"Documents which may be provided in order to demonstrate that you are capable of fulfilling the specific data confidentiality requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose.","Documents which may be provided in order to demonstrate that the Applicant(s) are capable of fulfilling the specific data confidentiality requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. Applicants should consider, having regard to the subject matter of the application, what documentation should be provided for this purpose.",
Sec6,6.4(a),134,Sec6,6.4(a),143,exact,1,list,list,(a) Data Management Plan with Research Organisation review/recommendations,(a) Data Management Plan with Research Organisation review/recommendations;,
Sec6,6.4(b),135,Sec6,6.4(b),144,exact,1,list,list,(b) Data Flow Diagram (DFD),(b) Data Flow Diagram (DFD);,
Sec6,6.4(c),136,Sec6,6.4(c),145,exact,1,list,list,(c) Data Protection Impact Assessment (DPIA) with DPO review/ recommendation,(c) Data Protection Impact Assessment (DPIA) with DPO review/ recommendation;,
Sec6,6.4(d),137,Sec6,6.4(d),146,exact,1,list,list,(d) Record of Processing Activities (ROPA),(d) Record of Processing Activities (ROPA);,
Sec6,6.4(e),138,Sec6,6.4(e),147,exact,1,list,list,(e) Any involvement with National Data Protection Authority (DPA) should be attached as supporting documentation,(e) Any involvement with National Data Protection Authority (DPA) should be attached as supporting documentation;,
Sec6,6.4(f),139,Sec6,6.4(f),148,exact,1,list,list,(f) Statement of understanding that only aggregate or summary results should be published,(f) Statement of understanding that only aggregate or summary results should be published;,
Sec6,6.4(g),140,Sec6,6.4(g),149,exact,1,list,list,(g) Statement of understanding that raw or individual level data should not be published,(g) Statement of understanding that raw or individual level data should not be published;,
Sec6,6.4(h),141,Sec6,6.4(h),150,exact,0.996,list,list,"(h) Declaration signed by Research Organisation that the researcher may use the Research
(i) Organisation's technical and organisational measures to fulfil the data confidentiality requirements that correspond to the requested data.",(h) Declaration signed by Research Organisation that the researcher may use the Research Organisation's technical and organisational measures to fulfil the data confidentiality requirements that correspond to the requested data.,
Sec6,6.4_u3,142,Sec6,6.4_u3,151,exact,1,underline_heading,underline_heading,<u>Personal Data Protection</u>,<u>Personal Data Protection</u>,
Sec6,6.4_p7,143,Sec6,6.4_p7,152,v1_only,0.169,paragraph,,"Documents which may be provided in order to demonstrate that you are capable of fulfilling the specific personal data protection requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:","Documents which may be provided in order to demonstrate that the Applicants(s) are capable of fulfilling the specific personal data protection requirements corresponding to the requested data include, but are not limited to, one or more of the documents listed below. The Applicant(s) should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:",
Sec6,6.4(a),144,Sec6,6.4(b),153,exact,0.957,list,list,(a) Data Flow Diagram (DFD),(b) Data Flow Diagram (DFD);,
Sec6,6.4(b),145,Sec6,6.4(a),154,fuzzy,0.843,list,list,(b) Data Management Plan (DMP) with Research Organisation/DPO review,(a) Data Management Plan (DMP) with Research Organisation review/ recommendations;,
Sec6,6.4(c),146,Sec6,6.4(c),155,exact,1,list,list,(c) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations,(c) Data Protection Impact Assessment (DPIA) with DPO review/ recommendations;,
Sec6,6.4(d),147,Sec6,6.4(d),156,exact,1,list,list,(d) Record of Processing Activities (ROPA),(d) Record of Processing Activities (ROPA);,
Sec6,6.4(e),148,Sec6,6.4(e),157,exact,1,list,list,(e) Any involvement with National Data Protection Authority (DPA) should be attached as supporting documentation,(e) Any involvement with National Data Protection Authority (DPA) should be attached as supporting documentation;,
Sec6,6.4(f),149,Sec6,6.4(f),158,exact,1,list,list,(f) Statement of understanding that only aggregate or summary results should be published,(f) Statement of understanding that only aggregate or summary results should be published;,
Sec6,6.4(g),150,Sec6,6.4(g),159,exact,1,list,list,(g) Statement of understanding that raw or individual level data should not be published,(g) Statement of understanding that raw or individual level data should not be published;,
Sec6,6.4(h),151,Sec6,6.4(h),160,exact,1,list,list,(h) Statement that no attempt to reidentify data subjects will be made,(h) Statement that no attempt to reidentify data subjects will be made;,
Sec6,6.4(i),152,Sec6,6.4(i),161,exact,0.918,list,list,(i) Declaration signed by research organisation that the researcher may use the research organisation's technical and organisational measures to fulfil the personal data protection requirements that correspond to the requested data,"(i) Declaration signed by research organisation that the researcher may use the research organisation's technical, organisational and legal measures to fulfil the personal data protection requirements that correspond to the requested data;",
Sec6,6.4(j),153,Sec6,6.4(j),162,exact,1,list,list,(j) Description of the legal basis to be used under GDPR.,(j) Description of the legal basis to be used under GDPR.,
Sec6,6.4_u4,154,Sec6,6.4_u4,163,exact,1,underline_heading,underline_heading,<u>Technical Measures to Protect Data</u>,<u>Technical Measures to Protect Data</u>,
Sec6,6.4_p8,155,Sec6,6.4_p8,164,fuzzy,0.782,paragraph,paragraph,"In order to comply with the condition that you demonstrate in your application the appropriate technical measures that you have put and will put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:","In order to comply with the condition that the Applicant(s) demonstrate in the application the appropriate technical measures that the Applicant(s) has put and will put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of the application, what documentation should be provided for this purpose:",
Sec6,6.4(a),156,Sec6,6.4(a),165,exact,1,list,list,(a) Detailed description of technical security measures of proposed access modality,(a) Detailed description of technical security measures of proposed access modality;,
Sec6,6.4(b),157,Sec6,6.4(b),166,exact,1,list,list,"(b) ISO 27001, ISO 27002, ISO 27701 Certification or similar","(b) ISO 27001, ISO 27002, ISO 27701 Certification or similar;",
Sec6,6.4(c),158,Sec6,6.4(c),167,exact,1,list,list,(c) SOC2 Attestation Report or similar,(c) SOC2 Attestation Report or similar;,
Sec6,6.4(d),159,Sec6,6.4(d),168,exact,1,list,list,(d) NIS2 Directive compliance or similar; and/or,(d) NIS2 Directive compliance or similar; and/or,
Sec6,6.4(e),160,Sec6,6.4(e),169,exact,1,list,list,(e) A declaration signed by Research Organisation that the researcher may use the Research Organisation's technical measures to fulfil the technical measures requirements that correspond to the requested data.,(e) A declaration signed by Research Organisation that the researcher may use the Research Organisation's technical measures to fulfil the technical measures requirements that correspond to the requested data.,
Sec6,6.4_u5,161,Sec6,6.4_u5,170,exact,1,underline_heading,underline_heading,<u>Organisational Measures to Protect Data</u>,<u>Organisational Measures to Protect Data</u>,
Sec6,6.4_p9,162,Sec6,6.4_p9,171,v1_only,0.106,paragraph,,"In order to comply with the condition that you demonstrate in your application the appropriate organisational measures that you have put and will put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose:","In order to comply with the condition that the Applicant(s) demonstrate in the application the appropriate organisational measures that have been put and will put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of the application, what documentation should be provided for this purpose:",
Sec6,6.4(a),163,Sec6,6.4(a),172,exact,1,list,list,(a) Data sharing agreement;,(a) Data sharing agreement;,
Sec6,6.4(b),164,Sec6,6.4(b),173,exact,1,list,list,(b) Non-disclosure agreements;,(b) Non-disclosure agreements;,
Sec6,6.4(c),165,Sec6,6.4(c),174,exact,1,list,list,(c) Data management policies;,(c) Data management policies;,
Sec6,6.4(d),166,Sec6,6.4(d),175,exact,1,list,list,(d) Ethical or methodological review/approval;,(d) Ethical or methodological review/approval;,
Sec6,6.4(e),167,Sec6,6.4(e),176,exact,1,list,list,(e) Data Protection Training certificates or similar;,(e) Data Protection Training certificates or similar;,
Sec6,6.4(f),168,Sec6,6.4(f),177,exact,1,list,list,(f) Data Breach policy of Research Organisation;,(f) Data Breach policy of Research Organisation;,
Sec6,6.4_p10,169,Sec6,6.4(g),178,exact,0.993,paragraph,list,"Undertaking by researcher prohibiting them from disclosing the data to any person(s) not named in their applications, prohibition against the use or disclosure of data in any manner that was not described in the application;","(g) Undertaking by researcher prohibiting them from disclosing the data to any person(s) not named in their application, prohibition against the use or disclosure of data in any manner that was not described in the application;",
Sec6,6.4_p11,170,Sec6,6.4(h),179,exact,0.984,paragraph,list,Declaration signed by Research Organisation that the researcher may use the Research Organisation's organisational measures tofulfil the organisational measures requirements that correspond to the requested data.,(h) Declaration signed by the Research Organisation that the researcher may use the Research Organisation's organisational measures to fulfil the organisational measures requirements that correspond to the requested data.,
Sec6,6.4_u6,171,Sec6,6.4_u6,180,exact,1,underline_heading,underline_heading,<u>Legal Measures to protect Data</u>,<u>Legal Measures to protect Data</u>,
Sec6,6.4_p12,172,Sec6,6.4_p10,181,v1_only,0.117,paragraph,,"In order to comply with the requirement that you demonstrate in your request the appropriate legal measures that you have put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of your application, what documentation should be provided for this purpose.","In order to comply with the requirement that the Applicant(s) demonstrate in the request the appropriate legal measures that have been put in place having regard to data security and confidentiality and, if applicable, personal data protection, documents to be provided may include those listed below. Applicants should consider, having regard to the subject matter of the application, what documentation should be provided for this purpose;",
Sec6,6.4(a),173,Sec6,6.4(a),182,exact,1,list,list,(a) Data sharing agreement;,(a) Data sharing agreement;,
Sec6,6.4(b),174,Sec6,6.4(b),183,exact,1,list,list,(b) Non-disclosure agreement;,(b) Non-disclosure agreement;,
Sec6,6.4(c),175,Sec6,6.4(c),184,exact,1,list,list,(c) Data processing agreement with any third party who will process the data on your behalf;,(c) Data processing agreement with any third party who will process the data on your behalf;,
Sec6,6.4(d),176,Sec6,6.4(d),185,exact,1,list,list,(d) Other contractual protections.,(d) Other contractual protections.,
Sec6,6.4_u7,177,Sec6,6.4_u7,186,exact,1,underline_heading,underline_heading,<u>Special Considerations for International Personal Data Transfers</u>,<u>Special Considerations for International Personal Data Transfers</u>,
Sec6,6.4_p13,178,Sec6,6.4_p11,187,v1_only,0.133,paragraph,paragraph,"Some or all of the data that will be accessed by you if you are granted VR status might not constitute personal data. However, if you will access any personal data, your application should indicate whether there will be any 'international personal data transfer' for the purposes of the GDPR. An international personal data transfer is the transfer of personal data to a country outside of the European Economic Area (""**EEA**"").","Some or all of the data that will be accessed by the Applicant(s) if granted VR status might not constitute personal data. However, if the Applicant(s) will access any personal data, the application should indicate whether there will be any 'international personal data transfer' for the purposes of the GDPR. An international personal data transfer is the transfer of personal data to a country outside of the European Economic Area (""EEA"").",
Sec6,6.4_p14,179,Sec6,6.4_p12,188,fuzzy,0.711,paragraph,paragraph,The meaning of transfer is extremely broad. It does not require a physical handover of data or direct transfer and can include remote access from a third country. Some examples of where there may be an international personal data transfer include:,"The meaning of transfer is extremely broad. It does not require a physical handover of data or direct transfer and can include remote access from a third country. Some examples of what may constitute an international personal data transfer includes, but is not limited to:",
Sec6,6.4(i),180,Sec6,6.4(a),189,fuzzy,0.838,list,list,(i) You are/the affiliated Research Organisation is located/established in a country outside the EEA;,(a) A situation where the Applicant(s) /the affiliated Research Organisation is located/established in a country outside the EEA;,
Sec6,6.4(ii),181,Sec6,6.4(b),190,fuzzy,0.874,list,list,"(ii) Even if you are/the affiliated Research Organisation is located/established within the EEA, the data will be hosted/provided/accessed on a platform which is outside the EEA.",(b) A situation where the Applicant(s) /the affiliated Research Organisation is located/established within the EEA; however the data will be hosted/provided/accessed on a platform which is outside the EEA.,
Sec6,6.4_p15,182,,,,v1_only,,paragraph,,"If there will be an international personal data transfer if you are granted VR status, the application must demonstrate that you will ensure compliance with the obligations under the GDPR in connection with such transfer, i.e. that the access will be covered by",,
Sec6,6.4(i),183,Sec6,6.4(a),191,exact,0.982,list,list,"(i) the third country being covered by an 'adequacy decision',","(a) The third country being covered by an 'adequacy decision,'",
